age,gender,education,income,experience,home_ownership,loan_amount,loan_intent,loan_int_rate,loan_percent_income,credit_score,pending_loan,loan_status
24,female,Master,145077,3,MORTGAGE,20000,VENTURE,7.9,0.14,634,Yes,0
26,female,Bachelor,145157,2,MORTGAGE,25000,VENTURE,12.69,0.17,690,No,0
23,male,Master,59541,1,RENT,15000,EDUCATION,11.36,0.25,549,No,1
25,female,Associate,52482,0,RENT,15000,MEDICAL,15.57,0.29,621,No,1
25,female,High School,59994,4,RENT,15000,MEDICAL,12.18,0.25,674,No,1
24,female,High School,60914,0,RENT,15000,MEDICAL,6.17,0.25,632,Yes,0
22,female,Master,61077,0,RENT,15000,EDUCATION,6.03,0.25,657,No,0
25,male,Associate,144945,1,MORTGAGE,21000,HOMEIMPROVEMENT,7.9,0.14,603,Yes,0
25,female,Master,144908,5,MORTGAGE,28000,PERSONAL,7.9,0.19,637,Yes,0
25,female,Associate,144832,4,MORTGAGE,15000,EDUCATION,14.65,0.1,658,No,0
23,male,Bachelor,130529,2,MORTGAGE,10000,DEBTCONSOLIDATION,11.01,0.08,751,No,1
26,male,Bachelor,61122,6,RENT,15000,EDUCATION,9.91,0.25,630,No,0
24,female,Bachelor,60916,1,RENT,15000,EDUCATION,13.49,0.25,614,No,0
25,male,Bachelor,144676,3,MORTGAGE,10000,MEDICAL,6.62,0.07,629,Yes,0
23,female,Master,145164,0,MORTGAGE,10000,DEBTCONSOLIDATION,9.91,0.07,692,No,0
22,female,Bachelor,54021,0,RENT,15000,HOMEIMPROVEMENT,11.11,0.28,530,No,1
23,female,Bachelor,144909,0,MORTGAGE,30000,MEDICAL,11.49,0.21,625,Yes,0
22,female,Associate,145050,2,MORTGAGE,16800,EDUCATION,15.62,0.12,677,No,0
26,male,Bachelor,144627,0,MORTGAGE,10000,VENTURE,5.99,0.07,604,No,0
23,male,Bachelor,61479,4,RENT,15000,PERSONAL,10.37,0.24,666,Yes,0
24,female,Bachelor,111373,2,OWN,10000,MEDICAL,19.29,0.09,651,No,1
26,female,Bachelor,130578,1,MORTGAGE,15000,HOMEIMPROVEMENT,11.49,0.11,583,No,1
25,male,High School,144752,3,MORTGAGE,21000,PERSONAL,13.49,0.15,606,No,0
23,male,Bachelor,145015,4,MORTGAGE,12000,EDUCATION,5.42,0.08,651,Yes,0
25,female,Bachelor,144773,5,MORTGAGE,10000,PERSONAL,20,0.07,650,No,0
24,male,High School,144832,2,MORTGAGE,20000,EDUCATION,9.99,0.14,543,Yes,0
23,male,Associate,60618,1,RENT,15000,VENTURE,13.61,0.25,608,No,0
22,male,Bachelor,145075,2,MORTGAGE,12000,VENTURE,7.49,0.08,669,No,0
24,female,Associate,145335,2,MORTGAGE,16000,PERSONAL,6.99,0.11,666,Yes,0
23,female,High School,61197,0,RENT,15000,PERSONAL,7.88,0.25,562,Yes,0
25,male,Bachelor,53785,1,RENT,15000,EDUCATION,14.59,0.28,630,No,1
24,male,Bachelor,60953,2,RENT,15000,VENTURE,11.36,0.25,699,No,0
24,male,Associate,144916,2,MORTGAGE,20000,PERSONAL,12.99,0.14,683,Yes,0
22,male,High School,145016,0,MORTGAGE,22000,MEDICAL,7.49,0.15,572,Yes,0
26,male,Master,145343,3,MORTGAGE,13000,EDUCATION,10.99,0.09,594,Yes,0
25,female,Bachelor,144952,4,MORTGAGE,14500,MEDICAL,7.49,0.1,611,Yes,0
25,female,Associate,144934,3,MORTGAGE,10000,PERSONAL,5.42,0.07,622,Yes,0
26,male,Bachelor,60922,2,RENT,15000,VENTURE,13.72,0.25,612,Yes,0
22,female,Associate,60763,0,RENT,15000,VENTURE,15.05,0.25,652,Yes,0
23,male,Bachelor,145068,0,MORTGAGE,15000,DEBTCONSOLIDATION,11.01,0.1,530,Yes,0
23,female,Associate,144777,3,MORTGAGE,18225,EDUCATION,11.01,0.13,650,No,0
24,male,Associate,144929,2,MORTGAGE,14000,HOMEIMPROVEMENT,10.74,0.1,675,No,0
22,female,Bachelor,54569,0,RENT,15000,PERSONAL,10.37,0.27,674,No,1
26,female,Associate,61701,2,RENT,15000,HOMEIMPROVEMENT,10.75,0.24,679,Yes,0
25,female,Associate,144763,0,MORTGAGE,28000,HOMEIMPROVEMENT,10.74,0.19,553,Yes,0
25,female,Associate,61378,5,RENT,15000,VENTURE,11.14,0.24,559,No,0
25,male,Bachelor,145283,4,MORTGAGE,10000,PERSONAL,10.37,0.07,647,Yes,0
26,female,Bachelor,145273,5,MORTGAGE,10000,MEDICAL,5.42,0.07,527,Yes,0
22,female,Associate,144881,0,MORTGAGE,17400,EDUCATION,7.66,0.12,614,Yes,0
22,male,Master,62142,0,RENT,15000,DEBTCONSOLIDATION,11.11,0.24,650,No,0
24,female,Associate,62135,0,RENT,15000,MEDICAL,11.12,0.24,605,Yes,0
23,male,Associate,144822,0,MORTGAGE,24250,PERSONAL,16.02,0.17,641,Yes,0
25,male,High School,62260,2,RENT,15000,VENTURE,13.48,0.24,546,Yes,0
23,female,High School,145156,0,MORTGAGE,16000,DEBTCONSOLIDATION,10.37,0.11,651,Yes,0
24,male,Associate,144896,3,OWN,15000,PERSONAL,15.28,0.1,578,Yes,0
25,male,Associate,145087,3,MORTGAGE,10000,DEBTCONSOLIDATION,11.01,0.07,554,Yes,0
25,female,High School,145172,1,MORTGAGE,13000,EDUCATION,9.99,0.09,662,Yes,0
26,female,High School,145005,2,MORTGAGE,25000,DEBTCONSOLIDATION,11.01,0.17,619,Yes,0
26,female,Master,111211,1,MORTGAGE,10000,MEDICAL,16.32,0.09,653,No,1
24,male,Associate,62598,1,RENT,15000,EDUCATION,8.49,0.24,682,No,0
24,female,Associate,63045,2,RENT,15000,MEDICAL,13.22,0.24,578,Yes,0
26,male,High School,144953,3,MORTGAGE,10000,EDUCATION,5.42,0.07,504,Yes,0
23,male,Associate,56373,0,RENT,15000,MEDICAL,16,0.27,611,No,1
23,male,High School,62976,0,RENT,15000,VENTURE,14.26,0.24,642,Yes,0
24,male,Associate,144821,0,MORTGAGE,25000,EDUCATION,15.2,0.17,553,Yes,0
25,male,High School,63615,4,RENT,15000,EDUCATION,12.18,0.24,626,Yes,0
25,male,Bachelor,145074,2,MORTGAGE,25000,PERSONAL,13.72,0.17,542,Yes,0
22,male,High School,64093,0,RENT,15000,EDUCATION,10.37,0.23,670,No,0
23,female,High School,144740,0,MORTGAGE,14000,EDUCATION,11.01,0.1,619,Yes,0
23,female,Associate,144823,2,MORTGAGE,10000,VENTURE,11.01,0.07,672,Yes,0
24,female,Bachelor,111068,3,MORTGAGE,15000,MEDICAL,16.32,0.14,618,No,1
22,male,High School,64206,0,RENT,15000,PERSONAL,10.74,0.23,604,Yes,0
23,male,High School,144913,2,MORTGAGE,10000,MEDICAL,7.88,0.07,650,Yes,0
23,male,Bachelor,144676,1,MORTGAGE,10000,EDUCATION,7.51,0.07,582,Yes,0
24,male,High School,145402,2,MORTGAGE,12000,PERSONAL,7.51,0.08,652,Yes,0
26,male,Bachelor,144992,2,MORTGAGE,10000,HOMEIMPROVEMENT,14.59,0.07,631,No,0
26,male,Master,144886,4,MORTGAGE,10000,PERSONAL,12.73,0.07,697,No,0
26,male,Associate,145625,0,OWN,15000,PERSONAL,13.11,0.1,645,Yes,0
24,male,Bachelor,110882,1,MORTGAGE,16000,MEDICAL,14.22,0.14,633,No,1
21,female,Master,145072,0,MORTGAGE,15000,VENTURE,10.25,0.1,694,Yes,0
26,male,Bachelor,145125,1,MORTGAGE,20000,PERSONAL,13.85,0.14,586,Yes,0
23,female,Associate,145030,1,MORTGAGE,25000,PERSONAL,15.31,0.17,616,No,0
24,female,High School,144839,0,OWN,21000,HOMEIMPROVEMENT,14.26,0.14,598,Yes,0
25,female,Bachelor,31124,1,OWN,17500,MEDICAL,14.22,0.56,606,Yes,0
23,male,Associate,144840,0,MORTGAGE,14000,VENTURE,8.94,0.1,547,Yes,0
22,male,Master,31191,0,OWN,13000,VENTURE,7.88,0.42,735,Yes,0
23,male,Master,145172,3,MORTGAGE,17000,PERSONAL,8.94,0.12,706,No,0
25,male,Associate,145083,4,MORTGAGE,20000,HOMEIMPROVEMENT,11.01,0.14,645,No,0
22,female,Associate,145214,0,MORTGAGE,18000,MEDICAL,8.94,0.12,640,Yes,0
26,male,Associate,144876,0,MORTGAGE,16000,DEBTCONSOLIDATION,8.94,0.11,623,Yes,0
26,female,Bachelor,145063,4,MORTGAGE,20000,HOMEIMPROVEMENT,17.74,0.14,633,No,0
24,female,Bachelor,144910,2,MORTGAGE,16000,PERSONAL,11.01,0.11,595,Yes,0
24,male,Associate,145043,3,MORTGAGE,25000,EDUCATION,18.53,0.17,668,No,0
26,male,Bachelor,145009,1,MORTGAGE,20000,HOMEIMPROVEMENT,13.79,0.14,717,Yes,0
24,female,Bachelor,145063,2,MORTGAGE,15200,VENTURE,12.21,0.1,538,Yes,0
23,male,Master,130735,2,MORTGAGE,18000,HOMEIMPROVEMENT,11.26,0.14,612,No,1
23,male,Master,145333,0,MORTGAGE,20000,MEDICAL,12.21,0.14,697,No,0
24,male,Associate,144975,2,MORTGAGE,16000,DEBTCONSOLIDATION,9.63,0.11,567,Yes,0
25,female,High School,145342,1,MORTGAGE,20000,HOMEIMPROVEMENT,11.14,0.14,613,Yes,0
24,male,High School,130453,1,MORTGAGE,25000,DEBTCONSOLIDATION,13.99,0.19,658,No,1
26,female,Bachelor,145269,2,MORTGAGE,25000,HOMEIMPROVEMENT,15.76,0.17,602,Yes,0
23,female,Bachelor,145307,4,MORTGAGE,23000,EDUCATION,11.03,0.16,693,No,0
26,male,Associate,145055,3,MORTGAGE,25000,EDUCATION,9.76,0.17,597,Yes,0
22,male,Bachelor,31037,0,OWN,13000,PERSONAL,8.88,0.42,663,No,0
24,female,High School,145176,1,MORTGAGE,12000,EDUCATION,11.01,0.08,687,Yes,0
22,male,Associate,145790,0,MORTGAGE,20000,EDUCATION,14.96,0.14,690,Yes,0
25,male,High School,146433,1,OWN,15000,EDUCATION,13.11,0.1,619,Yes,0
25,male,High School,146210,6,MORTGAGE,13600,MEDICAL,11.99,0.09,571,Yes,0
25,female,Associate,146223,3,MORTGAGE,13000,VENTURE,11.01,0.09,669,Yes,0
24,female,Master,146097,1,MORTGAGE,20400,EDUCATION,10.75,0.14,708,No,0
25,male,High School,147236,0,MORTGAGE,15000,HOMEIMPROVEMENT,10.37,0.1,665,No,0
23,female,Bachelor,147297,1,MORTGAGE,16000,EDUCATION,13.49,0.11,671,No,0
25,male,Master,133249,3,MORTGAGE,12000,DEBTCONSOLIDATION,15.99,0.09,624,No,1
25,male,High School,147321,2,MORTGAGE,35000,PERSONAL,13.8,0.24,613,Yes,0
23,female,Bachelor,147356,0,MORTGAGE,12000,PERSONAL,7.29,0.08,664,No,0
22,male,Associate,30385,0,OWN,10000,VENTURE,11.01,0.33,645,Yes,0
25,male,High School,147434,1,MORTGAGE,20000,PERSONAL,13.23,0.14,605,No,0
25,female,Bachelor,147412,1,MORTGAGE,10000,PERSONAL,13.57,0.07,596,No,0
25,female,High School,147096,3,MORTGAGE,10000,MEDICAL,8.94,0.07,554,Yes,0
23,male,Associate,147360,2,MORTGAGE,11200,EDUCATION,10.99,0.08,668,Yes,0
26,female,Associate,135098,3,MORTGAGE,25000,DEBTCONSOLIDATION,15.31,0.19,652,No,1
25,male,High School,149973,0,OWN,10000,HOMEIMPROVEMENT,6.54,0.07,644,Yes,0
23,female,Bachelor,149477,1,MORTGAGE,16000,MEDICAL,6.03,0.11,689,Yes,0
24,female,Associate,149887,0,MORTGAGE,12000,EDUCATION,10.36,0.08,661,Yes,0
23,male,Master,29740,1,OWN,12000,VENTURE,11.01,0.4,667,No,0
22,female,High School,150077,0,MORTGAGE,11000,MEDICAL,11.01,0.07,590,Yes,0
26,female,Bachelor,135352,2,MORTGAGE,20000,DEBTCONSOLIDATION,12.53,0.15,677,No,1
26,male,Associate,150801,4,MORTGAGE,15000,PERSONAL,7.29,0.1,667,No,0
23,male,Associate,150769,3,MORTGAGE,28000,MEDICAL,11.01,0.19,536,Yes,0
21,male,High School,136356,0,MORTGAGE,16000,EDUCATION,13.48,0.12,602,No,1
23,male,Master,150836,3,MORTGAGE,14400,VENTURE,11.01,0.1,597,Yes,0
23,male,Bachelor,151219,2,MORTGAGE,35000,EDUCATION,8.9,0.23,561,Yes,0
25,female,Associate,151045,4,MORTGAGE,20000,EDUCATION,11.71,0.13,655,Yes,0
25,male,Associate,151139,5,OWN,15000,PERSONAL,7.9,0.1,670,Yes,0
25,male,Bachelor,151034,2,MORTGAGE,30000,MEDICAL,14.27,0.2,675,Yes,0
25,female,Bachelor,150990,1,MORTGAGE,12000,PERSONAL,9.91,0.08,650,No,0
24,male,Bachelor,151085,1,OWN,28000,HOMEIMPROVEMENT,9.91,0.19,683,Yes,0
25,male,High School,116029,0,MORTGAGE,35000,MEDICAL,19.29,0.3,650,No,1
25,female,Associate,151165,3,MORTGAGE,14000,PERSONAL,11.01,0.09,614,Yes,0
25,male,High School,150921,4,MORTGAGE,10000,VENTURE,5.99,0.07,620,Yes,0
25,male,Master,151405,3,OWN,25000,PERSONAL,10.59,0.17,622,Yes,0
26,female,Associate,151107,3,MORTGAGE,10200,PERSONAL,7.49,0.07,586,Yes,0
24,female,Bachelor,151029,2,MORTGAGE,15000,PERSONAL,7.66,0.1,650,No,0
24,female,High School,151200,3,MORTGAGE,25000,DEBTCONSOLIDATION,10,0.17,692,No,0
25,female,Master,64703,4,RENT,15000,EDUCATION,14.27,0.23,605,No,0
26,male,Bachelor,151220,8,MORTGAGE,14800,PERSONAL,11.01,0.1,542,Yes,0
26,female,Bachelor,136740,0,MORTGAGE,12000,PERSONAL,7.29,0.09,605,No,1
26,male,Bachelor,64743,1,RENT,15000,VENTURE,10.39,0.23,608,Yes,0
25,female,Associate,150996,2,MORTGAGE,12000,PERSONAL,11.11,0.08,690,Yes,0
23,male,High School,65583,1,RENT,15000,EDUCATION,13.47,0.23,560,Yes,0
26,male,Associate,58378,8,RENT,15000,PERSONAL,18.64,0.26,640,No,1
25,male,High School,58478,4,RENT,15000,PERSONAL,17.49,0.26,603,No,1
26,male,Associate,151101,2,MORTGAGE,24000,EDUCATION,15.28,0.16,596,No,0
23,male,Associate,60034,1,RENT,15000,MEDICAL,15.99,0.25,639,No,1
23,male,Bachelor,67378,0,RENT,15000,EDUCATION,14.83,0.22,682,No,0
23,male,High School,151140,3,MORTGAGE,10000,MEDICAL,9.99,0.07,664,Yes,0
24,male,High School,66743,0,RENT,15000,MEDICAL,11.14,0.22,602,No,0
25,male,Associate,151151,2,MORTGAGE,25000,DEBTCONSOLIDATION,11.49,0.17,599,No,0
26,female,Associate,66901,5,RENT,15000,MEDICAL,11.12,0.22,619,Yes,0
25,female,Bachelor,150663,1,OWN,12000,VENTURE,7.88,0.08,668,No,0
23,male,Associate,136389,0,MORTGAGE,10000,DEBTCONSOLIDATION,10.38,0.07,660,No,1
22,female,High School,59751,0,RENT,15000,MEDICAL,14.61,0.25,599,No,1
26,male,Master,151107,4,MORTGAGE,15000,VENTURE,13.85,0.1,667,Yes,0
26,male,Associate,151089,2,MORTGAGE,20000,DEBTCONSOLIDATION,13.11,0.13,535,Yes,0
24,female,Bachelor,150872,3,MORTGAGE,10000,PERSONAL,10.99,0.07,684,No,0
22,male,High School,67029,0,RENT,15000,VENTURE,12.84,0.22,554,Yes,0
21,female,Associate,151214,1,MORTGAGE,10000,PERSONAL,7.51,0.07,561,Yes,0
24,male,Bachelor,66878,1,RENT,15000,PERSONAL,11.01,0.22,631,Yes,0
24,male,High School,59962,2,RENT,15000,DEBTCONSOLIDATION,18.39,0.25,655,No,1
25,male,Bachelor,67310,7,RENT,15000,EDUCATION,10.74,0.22,645,Yes,0
24,female,Master,60869,0,RENT,15000,MEDICAL,15.68,0.25,547,No,1
23,male,Bachelor,116405,0,MORTGAGE,15000,MEDICAL,19.13,0.13,681,No,1
26,female,Bachelor,150631,5,MORTGAGE,16000,HOMEIMPROVEMENT,8.94,0.11,607,No,0
22,male,Bachelor,151457,0,MORTGAGE,25000,PERSONAL,11.01,0.17,584,Yes,0
23,female,High School,136525,2,MORTGAGE,19750,VENTURE,20,0.14,577,No,1
21,female,Associate,60999,0,RENT,15000,HOMEIMPROVEMENT,15.7,0.25,679,No,1
24,male,Bachelor,68051,0,RENT,15000,DEBTCONSOLIDATION,12.87,0.22,594,Yes,0
25,female,High School,151243,1,MORTGAGE,14000,HOMEIMPROVEMENT,14.42,0.09,652,Yes,0
22,female,Master,151163,4,MORTGAGE,10000,VENTURE,11.01,0.07,660,Yes,0
25,male,Associate,150748,0,MORTGAGE,12000,HOMEIMPROVEMENT,11.01,0.08,630,No,0
25,male,Associate,69344,4,RENT,15000,EDUCATION,13.85,0.22,677,Yes,0
22,female,Associate,150688,2,MORTGAGE,30000,EDUCATION,7.9,0.2,647,No,0
25,male,High School,150848,6,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.1,607,No,0
22,female,Bachelor,151143,1,OTHER,10000,VENTURE,14.74,0.07,688,No,0
25,male,High School,151958,6,MORTGAGE,15000,EDUCATION,7.9,0.1,602,Yes,0
25,male,Master,152144,2,MORTGAGE,10200,VENTURE,11.01,0.07,688,Yes,0
24,female,Bachelor,152448,0,MORTGAGE,11800,MEDICAL,11.01,0.08,653,Yes,0
24,female,Bachelor,64370,3,RENT,15000,DEBTCONSOLIDATION,16.77,0.23,657,No,1
26,male,Bachelor,152348,2,MORTGAGE,11000,PERSONAL,7.14,0.07,618,Yes,0
22,female,Associate,152285,1,MORTGAGE,24000,EDUCATION,11.36,0.16,641,Yes,0
23,female,Bachelor,72828,0,RENT,15000,MEDICAL,11.01,0.21,665,Yes,0
22,female,High School,72663,0,RENT,15000,MEDICAL,11.71,0.21,659,Yes,0
23,female,Master,153656,0,OWN,11000,EDUCATION,10,0.07,478,Yes,0
24,male,High School,118685,3,MORTGAGE,24000,MEDICAL,17.39,0.2,656,No,1
25,male,Bachelor,118432,4,OWN,20000,MEDICAL,17.39,0.17,662,No,1
24,male,Master,139108,0,MORTGAGE,12000,DEBTCONSOLIDATION,15.05,0.09,681,No,1
26,male,Bachelor,154022,5,MORTGAGE,10000,HOMEIMPROVEMENT,7.51,0.06,530,Yes,0
22,male,Associate,154024,1,MORTGAGE,15000,MEDICAL,7.49,0.1,675,Yes,0
23,male,High School,65758,0,RENT,15000,MEDICAL,15.27,0.23,635,No,1
26,male,Bachelor,153798,4,OWN,24250,MEDICAL,15.31,0.16,603,Yes,0
25,male,High School,154377,2,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.08,664,Yes,0
26,male,Bachelor,154931,1,MORTGAGE,26000,MEDICAL,13.99,0.17,498,Yes,0
26,male,High School,154765,0,MORTGAGE,35000,DEBTCONSOLIDATION,8.9,0.23,627,Yes,0
24,male,Bachelor,154651,2,MORTGAGE,12000,EDUCATION,6.03,0.08,701,No,0
26,male,High School,73249,4,RENT,15000,DEBTCONSOLIDATION,6.03,0.2,638,No,0
22,female,High School,154424,0,MORTGAGE,21600,VENTURE,6.91,0.14,516,Yes,0
22,male,Bachelor,154945,0,MORTGAGE,30000,DEBTCONSOLIDATION,7.29,0.19,546,Yes,0
25,female,Associate,155104,0,MORTGAGE,15000,HOMEIMPROVEMENT,12.53,0.1,612,Yes,0
25,male,Bachelor,155347,0,MORTGAGE,28000,PERSONAL,7.9,0.18,664,Yes,0
22,male,Master,73217,0,RENT,15000,EDUCATION,11.71,0.2,620,Yes,0
23,male,High School,156614,1,OWN,13500,PERSONAL,5.42,0.09,663,Yes,0
23,male,High School,157144,0,MORTGAGE,30000,VENTURE,11.11,0.19,615,Yes,0
24,female,High School,73021,3,RENT,15000,HOMEIMPROVEMENT,13.99,0.21,512,Yes,0
22,female,High School,73133,0,RENT,15000,EDUCATION,10.59,0.21,586,No,0
25,male,Associate,73210,4,RENT,15000,DEBTCONSOLIDATION,12.99,0.2,599,Yes,0
23,female,Master,73078,0,RENT,15000,DEBTCONSOLIDATION,11.11,0.21,587,Yes,0
24,male,Bachelor,72726,3,RENT,15000,VENTURE,6.17,0.21,646,Yes,0
22,female,High School,73162,0,RENT,15000,MEDICAL,13.35,0.21,650,No,0
26,female,Bachelor,156845,5,MORTGAGE,10000,PERSONAL,6.03,0.06,680,Yes,0
26,male,Master,157279,3,MORTGAGE,35000,PERSONAL,18.25,0.22,693,No,0
26,male,Bachelor,156860,5,MORTGAGE,18000,MEDICAL,7.9,0.11,624,Yes,0
22,male,High School,72745,1,RENT,15000,MEDICAL,11.01,0.21,609,Yes,0
25,female,High School,157227,1,MORTGAGE,35000,HOMEIMPROVEMENT,11.01,0.22,595,Yes,0
24,male,Bachelor,73063,1,RENT,15000,HOMEIMPROVEMENT,13.85,0.21,508,Yes,0
25,male,High School,73005,1,RENT,15000,DEBTCONSOLIDATION,11.01,0.21,656,Yes,0
23,male,Associate,72776,0,RENT,15000,PERSONAL,14.22,0.21,651,Yes,0
24,male,High School,73423,2,RENT,15000,DEBTCONSOLIDATION,11.83,0.2,572,No,0
23,female,Bachelor,73062,0,RENT,15000,VENTURE,11.83,0.21,697,Yes,0
23,female,High School,156961,2,MORTGAGE,15000,EDUCATION,12.87,0.1,669,No,0
25,female,Bachelor,156942,5,MORTGAGE,15000,EDUCATION,11.14,0.1,698,Yes,0
22,female,Associate,157116,0,MORTGAGE,14500,EDUCATION,11.01,0.09,667,Yes,0
22,female,Bachelor,73148,0,RENT,15000,EDUCATION,14.26,0.21,617,Yes,0
22,female,High School,66171,0,RENT,15000,EDUCATION,16.7,0.23,595,No,1
23,female,High School,73680,1,RENT,15000,EDUCATION,10.83,0.2,649,No,0
24,male,Bachelor,121160,0,MORTGAGE,30000,MEDICAL,14.91,0.25,625,No,1
24,female,High School,156991,2,MORTGAGE,25000,HOMEIMPROVEMENT,10.74,0.16,653,No,0
24,male,Associate,156813,1,MORTGAGE,18500,EDUCATION,11.01,0.12,612,Yes,0
22,male,Master,66639,1,RENT,15000,DEBTCONSOLIDATION,14.83,0.23,655,No,1
24,male,Master,74056,2,RENT,15000,DEBTCONSOLIDATION,12.53,0.2,646,Yes,0
23,male,High School,156955,2,MORTGAGE,25000,MEDICAL,11.12,0.16,550,Yes,0
24,male,Bachelor,156820,0,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.1,532,Yes,0
25,male,High School,156910,1,MORTGAGE,12000,VENTURE,7.51,0.08,583,No,0
24,male,Master,74877,1,RENT,15000,HOMEIMPROVEMENT,18.25,0.2,693,Yes,0
24,female,Bachelor,157067,0,MORTGAGE,13000,PERSONAL,13.61,0.08,625,No,0
25,male,Master,156701,4,MORTGAGE,20000,VENTURE,13.48,0.13,656,Yes,0
24,female,High School,74942,0,RENT,15000,DEBTCONSOLIDATION,11.01,0.2,637,Yes,0
25,male,Bachelor,157030,3,MORTGAGE,25000,HOMEIMPROVEMENT,11.36,0.16,631,Yes,0
23,male,High School,68174,2,RENT,15000,DEBTCONSOLIDATION,12.69,0.22,587,No,1
23,male,Bachelor,157363,3,MORTGAGE,10000,PERSONAL,11.36,0.06,638,Yes,0
23,male,Bachelor,156769,0,MORTGAGE,20000,EDUCATION,10.62,0.13,655,Yes,0
21,female,Bachelor,68132,3,RENT,15000,MEDICAL,16,0.22,687,No,1
21,male,Master,75613,0,RENT,15000,VENTURE,7.29,0.2,623,Yes,0
24,female,Associate,156735,6,MORTGAGE,25000,DEBTCONSOLIDATION,12.53,0.16,632,Yes,0
24,female,Bachelor,157004,2,MORTGAGE,15000,HOMEIMPROVEMENT,14.26,0.1,655,No,0
22,male,Associate,157098,0,MORTGAGE,24250,VENTURE,12.18,0.15,593,No,0
25,male,High School,75928,0,RENT,15000,EDUCATION,8.94,0.2,618,Yes,0
24,male,High School,157008,0,MORTGAGE,25000,PERSONAL,11.83,0.16,676,Yes,0
23,female,High School,157059,0,OWN,22600,VENTURE,14.96,0.14,645,Yes,0
24,male,High School,156618,2,OWN,22800,VENTURE,11.01,0.15,619,No,0
22,male,High School,157078,0,MORTGAGE,25000,MEDICAL,11.83,0.16,600,Yes,0
22,male,Bachelor,157177,0,MORTGAGE,13000,EDUCATION,11.14,0.08,642,Yes,0
25,male,Master,157067,3,MORTGAGE,19400,VENTURE,16,0.12,563,No,0
24,male,Bachelor,76298,3,RENT,15000,EDUCATION,9.45,0.2,697,Yes,0
23,female,Master,157178,0,OWN,15000,VENTURE,13.22,0.1,685,Yes,0
22,male,High School,157056,1,MORTGAGE,13000,VENTURE,8.94,0.08,656,Yes,0
25,male,Associate,156937,2,MORTGAGE,21000,VENTURE,13.16,0.13,542,Yes,0
25,male,Bachelor,156944,2,MORTGAGE,15000,PERSONAL,11.89,0.1,616,No,0
25,male,Associate,70438,2,RENT,15000,DEBTCONSOLIDATION,18.25,0.21,615,No,1
24,female,High School,156857,4,MORTGAGE,20000,PERSONAL,11.58,0.13,622,Yes,0
23,male,High School,157224,4,MORTGAGE,24000,VENTURE,6.54,0.15,548,No,0
23,female,Associate,157283,1,MORTGAGE,20000,DEBTCONSOLIDATION,12.73,0.13,675,Yes,0
22,male,High School,158215,0,MORTGAGE,15000,VENTURE,8.94,0.09,661,No,0
21,female,Master,79123,0,RENT,15000,PERSONAL,12.42,0.19,646,No,0
24,female,High School,158101,1,MORTGAGE,24000,PERSONAL,7.49,0.15,628,Yes,0
24,female,Associate,71843,1,RENT,15000,EDUCATION,14.79,0.21,694,No,1
26,male,Associate,159222,1,MORTGAGE,10200,EDUCATION,7.9,0.06,563,Yes,0
23,male,Bachelor,159058,1,MORTGAGE,15000,PERSONAL,6.99,0.09,649,Yes,0
25,male,High School,79112,1,RENT,15000,PERSONAL,13.49,0.19,624,Yes,0
24,male,Associate,159002,0,MORTGAGE,14000,VENTURE,17.49,0.09,596,Yes,0
25,female,High School,72003,2,RENT,15000,MEDICAL,9.99,0.21,553,No,1
26,female,Bachelor,159658,0,MORTGAGE,11200,MEDICAL,10.99,0.07,725,No,0
26,female,Bachelor,78931,4,RENT,15000,HOMEIMPROVEMENT,7.66,0.19,692,No,0
22,female,Master,159103,0,MORTGAGE,10000,MEDICAL,7.66,0.06,650,No,0
24,female,Associate,79037,1,RENT,15000,PERSONAL,6.17,0.19,669,Yes,0
25,male,Associate,71989,1,RENT,15000,DEBTCONSOLIDATION,16.45,0.21,648,No,1
25,male,Bachelor,144890,1,MORTGAGE,25000,HOMEIMPROVEMENT,10.99,0.17,661,No,1
25,female,High School,159995,0,MORTGAGE,12000,VENTURE,11.01,0.08,537,Yes,0
23,male,Bachelor,78849,2,RENT,15000,VENTURE,11.12,0.19,664,Yes,0
24,male,Master,159773,2,MORTGAGE,28000,MEDICAL,8.49,0.18,625,Yes,0
23,female,Bachelor,78962,1,RENT,15000,MEDICAL,7.88,0.19,636,No,0
22,female,Associate,79017,0,RENT,15000,MEDICAL,11.36,0.19,588,Yes,0
26,female,Bachelor,160273,5,MORTGAGE,12000,HOMEIMPROVEMENT,12.69,0.07,501,Yes,0
24,male,Associate,79071,2,RENT,15000,MEDICAL,9.88,0.19,676,Yes,0
23,female,Associate,79031,1,RENT,15000,VENTURE,8.94,0.19,668,Yes,0
24,male,Associate,160268,2,MORTGAGE,28000,MEDICAL,8.49,0.17,660,Yes,0
26,male,Bachelor,160230,3,MORTGAGE,12000,HOMEIMPROVEMENT,11.49,0.07,654,No,0
23,female,High School,160786,2,MORTGAGE,24000,EDUCATION,11.01,0.15,599,Yes,0
25,male,High School,160721,0,MORTGAGE,25000,DEBTCONSOLIDATION,11.01,0.16,616,Yes,0
24,male,Bachelor,124524,1,MORTGAGE,11600,MEDICAL,15.05,0.09,571,No,1
25,male,Master,79260,2,RENT,15000,EDUCATION,16.32,0.19,663,Yes,0
